"","fips","state","county","population"
"2011","38039","North Dakota","Griggs County",2207
"2012","38041","North Dakota","Hettinger County",2438
"2013","38043","North Dakota","Kidder County",2458
"2014","38045","North Dakota","LaMoure County",4033
"2015","38047","North Dakota","Logan County",1880
"2016","38049","North Dakota","McHenry County",5695
"2017","38051","North Dakota","McIntosh County",2440
"2018","38053","North Dakota","McKenzie County",15242
"2019","38055","North Dakota","McLean County",9416
"2020","38057","North Dakota","Mercer County",8174
"2021","38059","North Dakota","Morton County",31503
"2022","38061","North Dakota","Mountrail County",10502
"2023","38063","North Dakota","Nelson County",2789
"2024","38065","North Dakota","Oliver County",1926
"2025","38067","North Dakota","Pembina County",6658
"2026","38069","North Dakota","Pierce County",3928
"2027","38071","North Dakota","Ramsey County",11388
"2028","38073","North Dakota","Ransom County",5173
"2029","38075","North Dakota","Renville County",2283
"2030","38077","North Dakota","Richland County",16156
"2031","38079","North Dakota","Rolette County",14165
"2032","38081","North Dakota","Sargent County",3913
"2033","38083","North Dakota","Sheridan County",1275
"2034","38085","North Dakota","Sioux County",4173
"2035","38087","North Dakota","Slope County",747
"2036","38089","North Dakota","Stark County",32107
"2037","38091","North Dakota","Steele County",1890
"2038","38093","North Dakota","Stutsman County",20498
"2039","38095","North Dakota","Towner County",2108
"2040","38097","North Dakota","Traill County",7959
"2041","38099","North Dakota","Walsh County",10437
"2042","38101","North Dakota","Ward County",68466
"2043","38103","North Dakota","Wells County",3709
"2044","38105","North Dakota","Williams County",38700
"2045","39001","Ohio","Adams County",27531
"2046","39003","Ohio","Allen County",101980
"2047","39005","Ohio","Ashland County",53362
"2048","39007","Ohio","Ashtabula County",96513
"2049","39009","Ohio","Athens County",65481
"2050","39011","Ohio","Auglaize County",45680
"2051","39013","Ohio","Belmont County",65932
"2052","39015","Ohio","Brown County",43414
"2053","39017","Ohio","Butler County",385648
"2054","39019","Ohio","Carroll County",26897
"2055","39021","Ohio","Champaign County",38960
"2056","39023","Ohio","Clark County",133593
"2057","39025","Ohio","Clermont County",207449
"2058","39027","Ohio","Clinton County",41921
"2059","39029","Ohio","Columbiana County",101118
"2060","39031","Ohio","Coshocton County",36449
"2061","39033","Ohio","Crawford County",41338
"2062","39035","Ohio","Cuyahoga County",1227883
"2063","39037","Ohio","Darke County",51205
"2064","39039","Ohio","Defiance County",37778
"2065","39041","Ohio","Delaware County",213554
"2066","39043","Ohio","Erie County",73719
"2067","39045","Ohio","Fairfield County",159709
"2068","39047","Ohio","Fayette County",28579
"2069","39049","Ohio","Franklin County",1324624
"2070","39051","Ohio","Fulton County",41889
"2071","39053","Ohio","Gallia County",29802
"2072","39055","Ohio","Geauga County",93271
"2073","39057","Ohio","Greene County",170122
"2074","39059","Ohio","Guernsey County",38779
"2075","39061","Ohio","Hamilton County",817985
"2076","39063","Ohio","Hancock County",75407
"2077","39065","Ohio","Hardin County",31469
"2078","39067","Ohio","Harrison County",15014
"2079","39069","Ohio","Henry County",26904
"2080","39071","Ohio","Highland County",43304
"2081","39073","Ohio","Hocking County",28095
"2082","39075","Ohio","Holmes County",44004
"2083","39077","Ohio","Huron County",57979
"2084","39079","Ohio","Jackson County",32493
"2085","39081","Ohio","Jefferson County",64939
"2086","39083","Ohio","Knox County",62423
"2087","39085","Ohio","Lake County",229569
"2088","39087","Ohio","Lawrence County",59091
"2089","39089","Ohio","Licking County",178100
"2090","39091","Ohio","Logan County",45326
"2091","39093","Ohio","Lorain County",312172
"2092","39095","Ohio","Lucas County",428294
"2093","39097","Ohio","Madison County",44559
"2094","39099","Ohio","Mahoning County",226075
"2095","39101","Ohio","Marion County",64820
"2096","39103","Ohio","Medina County",180912
"2097","39105","Ohio","Meigs County",22678
"2098","39107","Ohio","Mercer County",41274
"2099","39109","Ohio","Miami County",107516
"2100","39111","Ohio","Monroe County",13586
"2101","39113","Ohio","Montgomery County",531610
"2102","39115","Ohio","Morgan County",14305
"2103","39117","Ohio","Morrow County",35411
"2104","39119","Ohio","Muskingum County",86020
"2105","39121","Ohio","Noble County",14364
"2106","39123","Ohio","Ottawa County",40253
"2107","39125","Ohio","Paulding County",18648
"2108","39127","Ohio","Perry County",36215
"2109","39129","Ohio","Pickaway County",58658
"2110","39131","Ohio","Pike County",27695
"2111","39133","Ohio","Portage County",162583
"2112","39135","Ohio","Preble County",40836
"2113","39137","Ohio","Putnam County",33654
"2114","39139","Ohio","Richland County",120891
"2115","39141","Ohio","Ross County",76420
"2116","39143","Ohio","Sandusky County",58351
"2117","39145","Ohio","Scioto County",74347
"2118","39147","Ohio","Seneca County",54938
"2119","39149","Ohio","Shelby County",48337
"2120","39151","Ohio","Stark County",369772
"2121","39153","Ohio","Summit County",538866
"2122","39155","Ohio","Trumbull County",196800
"2123","39157","Ohio","Tuscarawas County",91776
"2124","39159","Ohio","Union County",60021
"2125","39161","Ohio","Van Wert County",28159
"2126","39163","Ohio","Vinton County",12972
"2127","39165","Ohio","Warren County",238412
"2128","39167","Ohio","Washington County",59652
"2129","39169","Ohio","Wayne County",115694
"2130","39171","Ohio","Williams County",36565
"2131","39173","Ohio","Wood County",131113
"2132","39175","Ohio","Wyandot County",21711
"2133","40001","Oklahoma","Adair County",21955
"2134","40003","Oklahoma","Alfalfa County",5718
"2135","40005","Oklahoma","Atoka County",13912
"2136","40007","Oklahoma","Beaver County",5207
"2137","40009","Oklahoma","Beckham County",21468
"2138","40011","Oklahoma","Blaine County",9447
"2139","40013","Oklahoma","Bryan County",48998
"2140","40015","Oklahoma","Caddo County",28684
"2141","40017","Oklahoma","Canadian County",153192
"2142","40019","Oklahoma","Carter County",48353
"2143","40021","Oklahoma","Cherokee County",49019
"2144","40023","Oklahoma","Choctaw County",14646
"2145","40025","Oklahoma","Cimarron County",2145
"2146","40027","Oklahoma","Cleveland County",287066
"2147","40029","Oklahoma","Coal County",5587
"2148","40031","Oklahoma","Comanche County",121099
"2149","40033","Oklahoma","Cotton County",5676
"2150","40035","Oklahoma","Craig County",14194
"2151","40037","Oklahoma","Creek County",71485
"2152","40039","Oklahoma","Custer County",28648
"2153","40041","Oklahoma","Delaware County",43136
"2154","40043","Oklahoma","Dewey County",4815
"2155","40045","Oklahoma","Ellis County",3830
"2156","40047","Oklahoma","Garfield County",60869
"2157","40049","Oklahoma","Garvin County",27691
"2158","40051","Oklahoma","Grady County",55906
"2159","40053","Oklahoma","Grant County",4372
"2160","40055","Oklahoma","Greer County",5704
"2161","40057","Oklahoma","Harmon County",2557
"2162","40059","Oklahoma","Harper County",3611
"2163","40061","Oklahoma","Haskell County",12652
"2164","40063","Oklahoma","Hughes County",13126
"2165","40065","Oklahoma","Jackson County",24305
"2166","40067","Oklahoma","Jefferson County",5949
"2167","40069","Oklahoma","Johnston County",10824
"2168","40071","Oklahoma","Kay County",43274
"2169","40073","Oklahoma","Kingfisher County",15806
"2170","40075","Oklahoma","Kiowa County",8741
"2171","40077","Oklahoma","Latimer County",10132
"2172","40079","Oklahoma","Le Flore County",49935
"2173","40081","Oklahoma","Lincoln County",35045
"2174","40083","Oklahoma","Logan County",48777
"2175","40085","Oklahoma","Love County",10230
"2176","40087","Oklahoma","McClain County",41348
"2177","40089","Oklahoma","McCurtain County",32772
"2178","40091","Oklahoma","McIntosh County",19635
"2179","40093","Oklahoma","Major County",7579
"2180","40095","Oklahoma","Marshall County",17114
"2181","40097","Oklahoma","Mayes County",41152
"2182","40099","Oklahoma","Murray County",13955
"2183","40101","Oklahoma","Muskogee County",67610
"2184","40103","Oklahoma","Noble County",11113
"2185","40105","Oklahoma","Nowata County",10076
"2186","40107","Oklahoma","Okfuskee County",11765
"2187","40109","Oklahoma","Oklahoma County",804041
"2188","40111","Oklahoma","Okmulgee County",38234
"2189","40113","Oklahoma","Osage County",46642
"2190","40115","Oklahoma","Ottawa County",30879
"2191","40117","Oklahoma","Pawnee County",16381
"2192","40119","Oklahoma","Payne County",81755
"2193","40121","Oklahoma","Pittsburg County",43679
"2194","40123","Oklahoma","Pontotoc County",38397
"2195","40125","Oklahoma","Pottawatomie County",72998
"2196","40127","Oklahoma","Pushmataha County",10970
"2197","40129","Oklahoma","Roger Mills County",3570
"2198","40131","Oklahoma","Rogers County",93155
"2199","40133","Oklahoma","Seminole County",24248
"2200","40135","Oklahoma","Sequoyah County",41538
"2201","40137","Oklahoma","Stephens County",43100
"2202","40139","Oklahoma","Texas County",19997
"2203","40141","Oklahoma","Tillman County",7229
"2204","40143","Oklahoma","Tulsa County",657589
"2205","40145","Oklahoma","Wagoner County",82925
"2206","40147","Oklahoma","Washington County",52222
"2207","40149","Oklahoma","Washita County",10830
"2208","40151","Oklahoma","Woods County",8687
"2209","40153","Oklahoma","Woodward County",19812
"2210","41001","Oregon","Baker County",16284
"2211","41003","Oregon","Benton County",93239
"2212","41005","Oregon","Clackamas County",421596
"2213","41007","Oregon","Clatsop County",40423
"2214","41009","Oregon","Columbia County",52876
"2215","41011","Oregon","Coos County",64711
"2216","41013","Oregon","Crook County",25105
"2217","41015","Oregon","Curry County",23305
"2218","41017","Oregon","Deschutes County",201769
"2219","41019","Oregon","Douglas County",111364
"2220","41021","Oregon","Gilliam County",1975
"2221","41023","Oregon","Grant County",7180
"2222","41025","Oregon","Harney County",7373
"2223","41027","Oregon","Hood River County",23280
"2224","41029","Oregon","Jackson County",221844
"2225","41031","Oregon","Jefferson County",24856
"2226","41033","Oregon","Josephine County",88053
"2227","41035","Oregon","Klamath County",68739
"2228","41037","Oregon","Lake County",7949
"2229","41039","Oregon","Lane County",382986
"2230","41041","Oregon","Lincoln County",50583
"2231","41043","Oregon","Linn County",131054
"2232","41045","Oregon","Malheur County",30983
"2233","41047","Oregon","Marion County",349204
"2234","41049","Oregon","Morrow County",11700
"2235","41051","Oregon","Multnomah County",815637
"2236","41053","Oregon","Polk County",87744
"2237","41055","Oregon","Sherman County",1801
"2238","41057","Oregon","Tillamook County",27442
"2239","41059","Oregon","Umatilla County",77752
"2240","41061","Oregon","Union County",26551
"2241","41063","Oregon","Wallowa County",7181
"2242","41065","Oregon","Wasco County",26403
"2243","41067","Oregon","Washington County",603514
"2244","41069","Oregon","Wheeler County",1387
"2245","41071","Oregon","Yamhill County",107664
"2246","42001","Pennsylvania","Adams County",102742
"2247","42003","Pennsylvania","Allegheny County",1211358
"2248","42005","Pennsylvania","Armstrong County",64162
"2249","42007","Pennsylvania","Beaver County",162575
"2250","42009","Pennsylvania","Bedford County",47817
"2251","42011","Pennsylvania","Berks County",421017
"2252","42013","Pennsylvania","Blair County",121007
"2253","42015","Pennsylvania","Bradford County",60221
"2254","42017","Pennsylvania","Bucks County",627987
"2255","42019","Pennsylvania","Butler County",189135
"2256","42021","Pennsylvania","Cambria County",128672
"2257","42023","Pennsylvania","Cameron County",4330
"2258","42025","Pennsylvania","Carbon County",64081
"2259","42027","Pennsylvania","Centre County",161496
"2260","42029","Pennsylvania","Chester County",526759
"2261","42031","Pennsylvania","Clarion County",38305
"2262","42033","Pennsylvania","Clearfield County",78612
"2263","42035","Pennsylvania","Clinton County",37957
"2264","42037","Pennsylvania","Columbia County",64842
"2265","42039","Pennsylvania","Crawford County",83697
"2266","42041","Pennsylvania","Cumberland County",255857
"2267","42043","Pennsylvania","Dauphin County",279874
"2268","42045","Pennsylvania","Delaware County",566753
"2269","42047","Pennsylvania","Elk County",29607
"2270","42049","Pennsylvania","Erie County",268426
"2271","42051","Pennsylvania","Fayette County",128126
"2272","42053","Pennsylvania","Forest County",6965
"2273","42055","Pennsylvania","Franklin County",155637
"2274","42057","Pennsylvania","Fulton County",14501
"2275","42059","Pennsylvania","Greene County",35621
"2276","42061","Pennsylvania","Huntingdon County",44590
"2277","42063","Pennsylvania","Indiana County",83664
"2278","42065","Pennsylvania","Jefferson County",43108
"2279","42067","Pennsylvania","Juniata County",24619
"2280","42069","Pennsylvania","Lackawanna County",208989
"2281","42071","Pennsylvania","Lancaster County",546192
"2282","42073","Pennsylvania","Lawrence County",85083
"2283","42075","Pennsylvania","Lebanon County",141663
"2284","42077","Pennsylvania","Lehigh County",370802
"2285","42079","Pennsylvania","Luzerne County",316982
"2286","42081","Pennsylvania","Lycoming County",113209
"2287","42083","Pennsylvania","McKean County",40333
"2288","42085","Pennsylvania","Mercer County",108545
"2289","42087","Pennsylvania","Mifflin County",46064
"2290","42089","Pennsylvania","Monroe County",170154
"2291","42091","Pennsylvania","Montgomery County",833869
"2292","42093","Pennsylvania","Montour County",18042
"2293","42095","Pennsylvania","Northampton County",305892
"2294","42097","Pennsylvania","Northumberland County",90258
"2295","42099","Pennsylvania","Perry County",46212
"2296","42101","Pennsylvania","Philadelphia County",1578487
"2297","42103","Pennsylvania","Pike County",56072
"2298","42105","Pennsylvania","Potter County",16453
"2299","42107","Pennsylvania","Schuylkill County",140709
"2300","42109","Pennsylvania","Snyder County",40317
"2301","42111","Pennsylvania","Somerset County",72916
"2302","42113","Pennsylvania","Sullivan County",5913
"2303","42115","Pennsylvania","Susquehanna County",40006
"2304","42117","Pennsylvania","Tioga County",40381
"2305","42119","Pennsylvania","Union County",44294
"2306","42121","Pennsylvania","Venango County",50328
"2307","42123","Pennsylvania","Warren County",38911
"2308","42125","Pennsylvania","Washington County",206803
"2309","42127","Pennsylvania","Wayne County",51163
"2310","42129","Pennsylvania","Westmoreland County",347087
"2311","42131","Pennsylvania","Wyoming County",26557
"2312","42133","Pennsylvania","York County",450448
"2313","44001","Rhode Island","Bristol County",48350
"2314","44003","Rhode Island","Kent County",164646
"2315","44005","Rhode Island","Newport County",81836
"2316","44007","Rhode Island","Providence County",636547
"2317","44009","Rhode Island","Washington County",125746
"2318","45001","South Carolina","Abbeville County",24404
"2319","45003","South Carolina","Aiken County",172895
"2320","45005","South Carolina","Allendale County",8331
"2321","45007","South Carolina","Anderson County",204353
"2322","45009","South Carolina","Bamberg County",13906
"2323","45011","South Carolina","Barnwell County",20805
"2324","45013","South Carolina","Beaufort County",195656
"2325","45015","South Carolina","Berkeley County",235987
"2326","45017","South Carolina","Calhoun County",14554
"2327","45019","South Carolina","Charleston County",417981
"2328","45021","South Carolina","Cherokee County",57316
"2329","45023","South Carolina","Chester County",32232
"2330","45025","South Carolina","Chesterfield County",45606
"2331","45027","South Carolina","Clarendon County",33415
"2332","45029","South Carolina","Colleton County",37481
"2333","45031","South Carolina","Darlington County",66509
"2334","45033","South Carolina","Dillon County",30367
"2335","45035","South Carolina","Dorchester County",165737
"2336","45037","South Carolina","Edgefield County",27120
"2337","45039","South Carolina","Fairfield County",22059
"2338","45041","South Carolina","Florence County",137588
"2339","45043","South Carolina","Georgetown County",63353
"2340","45045","South Carolina","Greenville County",532486
"2341","45047","South Carolina","Greenwood County",71074
"2342","45049","South Carolina","Hampton County",18053
"2343","45051","South Carolina","Horry County",365449
"2344","45053","South Carolina","Jasper County",31588
"2345","45055","South Carolina","Kershaw County",67472
"2346","45057","South Carolina","Lancaster County",100926
"2347","45059","South Carolina","Laurens County",67883
"2348","45061","South Carolina","Lee County",16701
"2349","45063","South Carolina","Lexington County",303946
"2350","45065","South Carolina","McCormick County",9430
"2351","45067","South Carolina","Marion County",30158
"2352","45069","South Carolina","Marlboro County",25581
"2353","45071","South Carolina","Newberry County",38445
"2354","45073","South Carolina","Oconee County",80015
"2355","45075","South Carolina","Orangeburg County",85343
"2356","45077","South Carolina","Pickens County",127983
"2357","45079","South Carolina","Richland County",419051
"2358","45081","South Carolina","Saluda County",20315
"2359","45083","South Carolina","Spartanburg County",326205
"2360","45085","South Carolina","Sumter County",106360
"2361","45087","South Carolina","Union County",26991
"2362","45089","South Carolina","Williamsburg County",29825
"2363","45091","South Carolina","York County",289105
"2364","46003","South Dakota","Aurora County",2730
"2365","46005","South Dakota","Beadle County",18513
"2366","46007","South Dakota","Bennett County",3399
"2367","46009","South Dakota","Bon Homme County",6848
"2368","46011","South Dakota","Brookings County",35603
"2369","46013","South Dakota","Brown County",38738
"2370","46015","South Dakota","Brule County",5254
"2371","46017","South Dakota","Buffalo County",1956
"2372","46019","South Dakota","Butte County",10538
"2373","46021","South Dakota","Campbell County",1380
"2374","46023","South Dakota","Charles Mix County",9262
"2375","46025","South Dakota","Clark County",3802
"2376","46027","South Dakota","Clay County",14246
"2377","46029","South Dakota","Codington County",28186
"2378","46031","South Dakota","Corson County",4031
"2379","46033","South Dakota","Custer County",9017
"2380","46035","South Dakota","Davison County",19812
"2381","46037","South Dakota","Day County",5345
"2382","46039","South Dakota","Deuel County",4346
"2383","46041","South Dakota","Dewey County",5789
"2384","46043","South Dakota","Douglas County",2906
"2385","46045","South Dakota","Edmunds County",3817
"2386","46047","South Dakota","Fall River County",6708
"2387","46049","South Dakota","Faulk County",2306
"2388","46051","South Dakota","Grant County",7000
"2389","46053","South Dakota","Gregory County",4219
"2390","46055","South Dakota","Haakon County",1861
"2391","46057","South Dakota","Hamlin County",6234
"2392","46059","South Dakota","Hand County",3127
"2393","46061","South Dakota","Hanson County",3489
"2394","46063","South Dakota","Harding County",1311
"2395","46065","South Dakota","Hughes County",17336
"2396","46067","South Dakota","Hutchinson County",7282
"2397","46069","South Dakota","Hyde County",1281
"2398","46071","South Dakota","Jackson County",3321
"2399","46073","South Dakota","Jerauld County",1985
"2400","46075","South Dakota","Jones County",938
"2401","46077","South Dakota","Kingsbury County",4987
"2402","46079","South Dakota","Lake County",12488
"2403","46081","South Dakota","Lawrence County",26221
"2404","46083","South Dakota","Lincoln County",63019
"2405","46085","South Dakota","Lyman County",3797
"2406","46087","South Dakota","McCook County",5520
"2407","46089","South Dakota","McPherson County",2363
"2408","46091","South Dakota","Marshall County",4884
"2409","46093","South Dakota","Meade County",28588
"2410","46095","South Dakota","Mellette County",2089
"2411","46097","South Dakota","Miner County",2202
"2412","46099","South Dakota","Minnehaha County",196659
"2413","46101","South Dakota","Moody County",6525
"2414","46102","South Dakota","Oglala Lakota County",14070
"2415","46103","South Dakota","Pennington County",115926
"2416","46105","South Dakota","Perkins County",2832
"2417","46107","South Dakota","Potter County",2163
"2418","46109","South Dakota","Roberts County",10331
"2419","46111","South Dakota","Sanborn County",2322
"2420","46115","South Dakota","Spink County",6319
"2421","46117","South Dakota","Stanley County",3121
"2422","46119","South Dakota","Sully County",1391
"2423","46121","South Dakota","Todd County",10313
"2424","46123","South Dakota","Tripp County",5377
"2425","46125","South Dakota","Turner County",8368
"2426","46127","South Dakota","Union County",16192
"2427","46129","South Dakota","Walworth County",5336
"2428","46135","South Dakota","Yankton County",22742
"2429","46137","South Dakota","Ziebach County",2656
"2430","47001","Tennessee","Anderson County",77558
"2431","47003","Tennessee","Bedford County",50179
"2432","47005","Tennessee","Benton County",16131
"2433","47007","Tennessee","Bledsoe County",15223
"2434","47009","Tennessee","Blount County",134751
"2435","47011","Tennessee","Bradley County",109071
"2436","47013","Tennessee","Campbell County",39837
"2437","47015","Tennessee","Cannon County",14847
"2438","47017","Tennessee","Carroll County",27779
"2439","47019","Tennessee","Carter County",56418
"2440","47021","Tennessee","Cheatham County",41101
"2441","47023","Tennessee","Chester County",17432
"2442","47025","Tennessee","Claiborne County",32023
"2443","47027","Tennessee","Clay County",7629
"2444","47029","Tennessee","Cocke County",36225
"2445","47031","Tennessee","Coffee County",57632
"2446","47033","Tennessee","Crockett County",14180
"2447","47035","Tennessee","Cumberland County",61603
"2448","47037","Tennessee","Davidson County",694176
"2449","47039","Tennessee","Decatur County",11601
"2450","47041","Tennessee","DeKalb County",20837
"2451","47043","Tennessee","Dickson County",54376
"2452","47045","Tennessee","Dyer County",36693
"2453","47047","Tennessee","Fayette County",41620
"2454","47049","Tennessee","Fentress County",18787
"2455","47051","Tennessee","Franklin County",42485
"2456","47053","Tennessee","Gibson County",49159
"2457","47055","Tennessee","Giles County",29530
"2458","47057","Tennessee","Grainger County",23565
"2459","47059","Tennessee","Greene County",69571
"2460","47061","Tennessee","Grundy County",13485
"2461","47063","Tennessee","Hamblen County",65110
"2462","47065","Tennessee","Hamilton County",371662
"2463","47067","Tennessee","Hancock County",6493
"2464","47069","Tennessee","Hardeman County",24836
"2465","47071","Tennessee","Hardin County",25583
"2466","47073","Tennessee","Hawkins County",56775
"2467","47075","Tennessee","Haywood County",17002
"2468","47077","Tennessee","Henderson County",28076
"2469","47079","Tennessee","Henry County",32056
"2470","47081","Tennessee","Hickman County",25387
"2471","47083","Tennessee","Houston County",8292
"2472","47085","Tennessee","Humphreys County",18590
"2473","47087","Tennessee","Jackson County",11864
"2474","47089","Tennessee","Jefferson County",55307
"2475","47091","Tennessee","Johnson County",17849
"2476","47093","Tennessee","Knox County",475609
"2477","47095","Tennessee","Lake County",6988
"2478","47097","Tennessee","Lauderdale County",25451
"2479","47099","Tennessee","Lawrence County",44432
"2480","47101","Tennessee","Lewis County",12363
"2481","47103","Tennessee","Lincoln County",34540
"2482","47105","Tennessee","Loudon County",54910
"2483","47107","Tennessee","McMinn County",54208
"2484","47109","Tennessee","McNairy County",25696
"2485","47111","Tennessee","Macon County",24827
"2486","47113","Tennessee","Madison County",98360
"2487","47115","Tennessee","Marion County",28924
"2488","47117","Tennessee","Marshall County",35016
"2489","47119","Tennessee","Maury County",99590
"2490","47121","Tennessee","Meigs County",12532
"2491","47123","Tennessee","Monroe County",47177
"2492","47125","Tennessee","Montgomery County",214251
"2493","47127","Tennessee","Moore County",6438
"2494","47129","Tennessee","Morgan County",21431
"2495","47131","Tennessee","Obion County",30131
"2496","47133","Tennessee","Overton County",22566
"2497","47135","Tennessee","Perry County",8099
"2498","47137","Tennessee","Pickett County",5061
"2499","47139","Tennessee","Polk County",16835
"2500","47141","Tennessee","Putnam County",80929
"2501","47143","Tennessee","Rhea County",33443
"2502","47145","Tennessee","Roane County",53841
"2503","47147","Tennessee","Robertson County",72275
"2504","47149","Tennessee","Rutherford County",339261
"2505","47151","Tennessee","Scott County",22090
"2506","47153","Tennessee","Sequatchie County",15176
"2507","47155","Tennessee","Sevier County",99244
"2508","47157","Tennessee","Shelby County",936017
"2509","47159","Tennessee","Smith County",20285
"2510","47161","Tennessee","Stewart County",13859
"2511","47163","Tennessee","Sullivan County",158755
"2512","47165","Tennessee","Sumner County",195561
"2513","47167","Tennessee","Tipton County",61918
"2514","47169","Tennessee","Trousdale County",11455
"2515","47171","Tennessee","Unicoi County",17755
"2516","47173","Tennessee","Union County",20187
"2517","47175","Tennessee","Van Buren County",5947
"2518","47177","Tennessee","Warren County",41605
"2519","47179","Tennessee","Washington County",130367
"2520","47181","Tennessee","Wayne County",16524
"2521","47183","Tennessee","Weakley County",33334
"2522","47185","Tennessee","White County",27707
"2523","47187","Tennessee","Williamson County",245348
"2524","47189","Tennessee","Wilson County",148130
"2525","48001","Texas","Anderson County",57805
"2526","48003","Texas","Andrews County",18879
"2527","48005","Texas","Angelina County",86796
"2528","48007","Texas","Aransas County",23814
"2529","48009","Texas","Archer County",8730
"2530","48011","Texas","Armstrong County",1869
"2531","48013","Texas","Atascosa County",51724
"2532","48015","Texas","Austin County",29972
"2533","48017","Texas","Bailey County",6697
"2534","48019","Texas","Bandera County",23861
"2535","48021","Texas","Bastrop County",91601
"2536","48023","Texas","Baylor County",3518
"2537","48025","Texas","Bee County",32513
"2538","48027","Texas","Bell County",369927
"2539","48029","Texas","Bexar County",2026823
"2540","48031","Texas","Blanco County",12269
"2541","48033","Texas","Borden County",706
"2542","48035","Texas","Bosque County",18603
"2543","48037","Texas","Bowie County",93481
"2544","48039","Texas","Brazoria County",380518
"2545","48041","Texas","Brazos County",232555
"2546","48043","Texas","Brewster County",9237
"2547","48045","Texas","Briscoe County",1487
"2548","48047","Texas","Brooks County",6964
"2549","48049","Texas","Brown County",37633
"2550","48051","Texas","Burleson County",18514
"2551","48053","Texas","Burnet County",49653
"2552","48055","Texas","Caldwell County",43979
"2553","48057","Texas","Calhoun County",21001
"2554","48059","Texas","Callahan County",14110
"2555","48061","Texas","Cameron County",424180
"2556","48063","Texas","Camp County",13060
"2557","48065","Texas","Carson County",5854
"2558","48067","Texas","Cass County",29879
"2559","48069","Texas","Castro County",7396
"2560","48071","Texas","Chambers County",45590
"2561","48073","Texas","Cherokee County",52875
"2562","48075","Texas","Childress County",7143
"2563","48077","Texas","Clay County",10550
"2564","48079","Texas","Cochran County",2897
"2565","48081","Texas","Coke County",3323
"2566","48083","Texas","Coleman County",8100
"2567","48085","Texas","Collin County",1072069
"2568","48087","Texas","Collingsworth County",2877
"2569","48089","Texas","Colorado County",21610
"2570","48091","Texas","Comal County",164812
"2571","48093","Texas","Comanche County",13750
"2572","48095","Texas","Concho County",2827
"2573","48097","Texas","Cooke County",41393
"2574","48099","Texas","Coryell County",76737
"2575","48101","Texas","Cottle County",1363
"2576","48103","Texas","Crane County",4765
"2577","48105","Texas","Crockett County",3513
"2578","48107","Texas","Crosby County",5567
"2579","48109","Texas","Culberson County",2149
"2580","48111","Texas","Dallam County",7273
"2581","48113","Texas","Dallas County",2635888
"2582","48115","Texas","Dawson County",12974
"2583","48117","Texas","Deaf Smith County",18277
"2584","48119","Texas","Delta County",5349
"2585","48121","Texas","Denton County",919324
"2586","48123","Texas","DeWitt County",20174
"2587","48125","Texas","Dickens County",2140
"2588","48127","Texas","Dimmit County",9925
"2589","48129","Texas","Donley County",3308
"2590","48131","Texas","Duval County",11058
"2591","48133","Texas","Eastland County",18388
"2592","48135","Texas","Ector County",167701
"2593","48137","Texas","Edwards County",1923
"2594","48139","Texas","Ellis County",191760
"2595","48141","Texas","El Paso County",841286
"2596","48143","Texas","Erath County",43224
"2597","48145","Texas","Falls County",17275
"2598","48147","Texas","Fannin County",35913
"2599","48149","Texas","Fayette County",25547
"2600","48151","Texas","Fisher County",3784
"2601","48153","Texas","Floyd County",5672
"2602","48155","Texas","Foard County",1135
"2603","48157","Texas","Fort Bend County",839706
"2604","48159","Texas","Franklin County",10821
"2605","48161","Texas","Freestone County",19874
"2606","48163","Texas","Frio County",20379
"2607","48165","Texas","Gaines County",21996
"2608","48167","Texas","Galveston County",345089
"2609","48169","Texas","Garza County",6222
"2610","48171","Texas","Gillespie County",26960
"2611","48173","Texas","Glasscock County",1439
"2612","48175","Texas","Goliad County",7626
"2613","48177","Texas","Gonzales County",20948
"2614","48179","Texas","Gray County",21658
"2615","48181","Texas","Grayson County",138318
"2616","48183","Texas","Gregg County",124229
"2617","48185","Texas","Grimes County",29614
"2618","48187","Texas","Guadalupe County",170608
"2619","48189","Texas","Hale County",32754
"2620","48191","Texas","Hall County",2939
"2621","48193","Texas","Hamilton County",8557
"2622","48195","Texas","Hansford County",5279
"2623","48197","Texas","Hardeman County",4011
"2624","48199","Texas","Hardin County",58305
"2625","48201","Texas","Harris County",4738253
"2626","48203","Texas","Harrison County",66386
"2627","48205","Texas","Hartley County",5443
"2628","48207","Texas","Haskell County",5754
"2629","48209","Texas","Hays County",241365
"2630","48211","Texas","Hemphill County",3777
"2631","48213","Texas","Henderson County",83792
"2632","48215","Texas","Hidalgo County",875200
"2633","48217","Texas","Hill County",37006
"2634","48219","Texas","Hockley County",22921
"2635","48221","Texas","Hood County",63527
"2636","48223","Texas","Hopkins County",37170
"2637","48225","Texas","Houston County",22835
"2638","48227","Texas","Howard County",36540
"2639","48229","Texas","Hudspeth County",4906
"2640","48231","Texas","Hunt County",99807
"2641","48233","Texas","Hutchinson County",20677
"2642","48235","Texas","Irion County",1564
"2643","48237","Texas","Jack County",9056
"2644","48239","Texas","Jackson County",14854
"2645","48241","Texas","Jasper County",35375
"2646","48243","Texas","Jeff Davis County",2220
"2647","48245","Texas","Jefferson County",250127
"2648","48247","Texas","Jim Hogg County",5184
"2649","48249","Texas","Jim Wells County",40452
"2650","48251","Texas","Johnson County",179575
"2651","48253","Texas","Jones County",19875
"2652","48255","Texas","Karnes County",15562
"2653","48257","Texas","Kaufman County",143198
